O*NET-SOC Code,Task ID,Scale ID,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
11-3051.04,15470,IM,,4.14,58.0,0.1302,3.8772,4.3987,N,08/2020,Incumbent
11-3051.04,15468,IM,,4.13,61.0,0.1454,3.8405,4.4223,N,08/2020,Incumbent
11-3051.04,15478,IM,,4.12,59.0,0.1141,3.893,4.3498,N,08/2020,Incumbent
11-3051.04,15480,IM,,3.87,58.0,0.1315,3.6097,4.1363,N,08/2020,Incumbent
11-3051.04,15474,IM,,3.82,57.0,0.1316,3.5582,4.0856,N,08/2020,Incumbent
11-3051.04,15473,IM,,3.79,57.0,0.2112,3.3711,4.2172,N,08/2020,Incumbent
11-3051.04,15477,IM,,3.6,58.0,0.1587,3.286,3.9216,N,08/2020,Incumbent
11-3051.04,15476,IM,,3.58,40.0,0.1572,3.2584,3.8943,N,08/2020,Incumbent
11-3051.04,15472,IM,,3.54,59.0,0.2054,3.1301,3.9524,N,08/2020,Incumbent
11-3051.04,15464,IM,,3.4,52.0,0.1772,3.0428,3.7544,N,08/2020,Incumbent
11-3051.04,15465,IM,,3.29,47.0,0.2476,2.7903,3.7872,N,08/2020,Incumbent
11-3051.04,15469,IM,,4.11,44.0,0.2306,3.6462,4.5761,N,08/2020,Incumbent
11-3051.04,15466,IM,,3.93,49.0,0.2134,3.5043,4.3626,N,08/2020,Incumbent
11-3051.04,15479,IM,,3.79,50.0,0.152,3.487,4.0977,N,08/2020,Incumbent
11-3051.04,15467,IM,,3.76,40.0,0.1319,3.4955,4.029,N,08/2020,Incumbent
11-3051.04,15463,IM,,3.7,35.0,0.1873,3.3156,4.0771,N,08/2020,Incumbent
11-3051.04,15475,IM,,3.56,41.0,0.3416,2.8739,4.2545,N,08/2020,Incumbent
11-3051.06,15520,IM,,4.48,82.0,0.0607,4.3614,4.603,N,07/2016,Incumbent
11-3051.06,15515,IM,,4.23,68.0,0.1223,3.9849,4.4729,N,07/2016,Incumbent
11-3051.06,15512,IM,,4.16,85.0,0.0757,4.0115,4.3125,N,07/2016,Incumbent
11-3051.06,15509,IM,,4.14,77.0,0.1188,3.9051,4.3784,N,07/2016,Incumbent
11-3051.06,15513,IM,,4.14,86.0,0.0962,3.9504,4.3328,N,07/2016,Incumbent
11-3051.06,15514,IM,,4.13,81.0,0.0963,3.9425,4.3258,N,07/2016,Incumbent
11-3051.06,15519,IM,,4.13,81.0,0.0918,3.9452,4.3107,N,07/2016,Incumbent
11-3051.06,15508,IM,,4.09,68.0,0.0891,3.9131,4.2688,N,07/2016,Incumbent
11-3051.06,15518,IM,,4.07,73.0,0.1128,3.8426,4.2924,N,07/2016,Incumbent
11-3051.06,15504,IM,,3.88,81.0,0.0934,3.6988,4.0706,N,07/2016,Incumbent
11-3051.06,15503,IM,,3.81,81.0,0.0924,3.6292,3.9971,N,07/2016,Incumbent
11-3051.06,15505,IM,,3.81,82.0,0.1116,3.5834,4.0274,N,07/2016,Incumbent
11-3051.06,15507,IM,,3.79,78.0,0.1252,3.5433,4.0421,N,07/2016,Incumbent
11-3051.06,15506,IM,,3.62,60.0,0.1482,3.322,3.9149,N,07/2016,Incumbent
11-3051.06,15516,IM,,3.61,72.0,0.1159,3.3811,3.8431,N,07/2016,Incumbent
11-3051.06,15502,IM,,3.6,78.0,0.1024,3.3984,3.8063,N,07/2016,Incumbent
11-3051.06,15510,IM,,4.06,44.0,0.1568,3.7473,4.3799,N,07/2016,Incumbent
11-3051.06,15517,IM,,3.67,35.0,0.1853,3.2953,4.0484,N,07/2016,Incumbent
11-3061.00,1027,IM,,4.56,18.0,,,,,08/2023,Occupational Expert
11-3061.00,1021,IM,,4.53,19.0,,,,,08/2023,Occupational Expert
11-3061.00,1033,IM,,4.22,18.0,,,,,08/2023,Occupational Expert
11-3061.00,1032,IM,,4.21,19.0,,,,,08/2023,Occupational Expert
11-3061.00,1025,IM,,4.18,17.0,,,,,08/2023,Occupational Expert
11-3061.00,1031,IM,,4.18,17.0,,,,,08/2023,Occupational Expert
11-3061.00,1035,IM,,4.13,15.0,,,,,08/2023,Occupational Expert
11-3061.00,1022,IM,,4.12,16.0,,,,,08/2023,Occupational Expert
11-3061.00,1024,IM,,4.11,18.0,,,,,08/2023,Occupational Expert
11-3061.00,21039,IM,,4.11,19.0,,,,,08/2023,Occupational Expert
11-3061.00,1023,IM,,4.11,19.0,,,,,08/2023,Occupational Expert
11-3061.00,1029,IM,,4.06,18.0,,,,,08/2023,Occupational Expert
11-3061.00,1026,IM,,4.05,19.0,,,,,08/2023,Occupational Expert
11-3061.00,1028,IM,,4.0,17.0,,,,,08/2023,Occupational Expert
11-3061.00,1020,IM,,4.0,18.0,,,,,08/2023,Occupational Expert
11-3061.00,1030,IM,,4.0,17.0,,,,,08/2023,Occupational Expert
11-3061.00,1034,IM,,3.24,17.0,,,,,08/2023,Occupational Expert
11-3061.00,1036,IM,,3.12,17.0,,,,,08/2023,Occupational Expert
11-3071.00,21340,IM,,4.55,,,,,,11/2020,Analyst - Transition
11-3071.00,21341,IM,,4.33,,,,,,11/2020,Analyst - Transition
11-3071.00,21342,IM,,4.3,,,,,,11/2020,Analyst - Transition
11-3071.00,21343,IM,,4.29,,,,,N,11/2020,Analyst - Transition
11-3071.00,21344,IM,,4.13,,,,,,11/2020,Analyst - Transition
11-3071.00,21345,IM,,4.07,,,,,,11/2020,Analyst - Transition
11-3071.00,21346,IM,,4.07,,,,,,11/2020,Analyst - Transition
11-3071.00,21347,IM,,4.05,,,,,,11/2020,Analyst - Transition
11-3071.00,21348,IM,,4.05,,,,,N,11/2020,Analyst - Transition
11-3071.00,21349,IM,,4.0,,,,,,11/2020,Analyst - Transition
11-3071.00,21350,IM,,4.0,,,,,,11/2020,Analyst - Transition
11-3071.00,21351,IM,,3.93,,,,,,11/2020,Analyst - Transition
11-3071.00,21352,IM,,3.9,,,,,,11/2020,Analyst - Transition
11-3071.00,21353,IM,,3.83,,,,,,11/2020,Analyst - Transition
11-3071.00,21354,IM,,3.83,,,,,N,11/2020,Analyst - Transition
11-3071.00,21355,IM,,3.77,,,,,,11/2020,Analyst - Transition
11-3071.00,21356,IM,,3.76,,,,,,11/2020,Analyst - Transition
11-3071.00,21357,IM,,3.74,,,,,N,11/2020,Analyst - Transition
11-3071.00,21358,IM,,3.71,,,,,,11/2020,Analyst - Transition
11-3071.00,21359,IM,,3.7,,,,,,11/2020,Analyst - Transition
11-3071.00,21360,IM,,3.7,,,,,,11/2020,Analyst - Transition
11-3071.00,21361,IM,,3.68,,,,,,11/2020,Analyst - Transition
11-3071.00,21362,IM,,3.68,,,,,N,11/2020,Analyst - Transition
11-3071.00,21363,IM,,3.59,,,,,,11/2020,Analyst - Transition
11-3071.00,21364,IM,,3.57,,,,,,11/2020,Analyst - Transition
11-3071.00,21365,IM,,3.55,,,,,,11/2020,Analyst - Transition
11-3071.04,20942,IM,,4.24,21.0,,,,,07/2017,Occupational Expert
11-3071.04,20943,IM,,4.2,20.0,,,,,07/2017,Occupational Expert
11-3071.04,15680,IM,,4.11,19.0,,,,,07/2017,Occupational Expert
11-3071.04,15695,IM,,4.1,21.0,,,,,07/2017,Occupational Expert
11-3071.04,20944,IM,,4.1,21.0,,,,,07/2017,Occupational Expert
11-3071.04,15700,IM,,4.1,21.0,,,,,07/2017,Occupational Expert
11-3071.04,15694,IM,,4.06,17.0,,,,,07/2017,Occupational Expert
11-3071.04,15696,IM,,4.06,18.0,,,,,07/2017,Occupational Expert
11-3071.04,15685,IM,,4.05,20.0,,,,,07/2017,Occupational Expert
11-3071.04,15697,IM,,4.0,19.0,,,,,07/2017,Occupational Expert
11-3071.04,20945,IM,,3.95,21.0,,,,,07/2017,Occupational Expert
11-3071.04,15701,IM,,3.95,21.0,,,,,07/2017,Occupational Expert
11-3071.04,15688,IM,,3.95,20.0,,,,,07/2017,Occupational Expert
11-3071.04,20946,IM,,3.68,19.0,,,,,07/2017,Occupational Expert
11-3071.04,15698,IM,,3.63,19.0,,,,,07/2017,Occupational Expert
11-3071.04,20947,IM,,3.61,18.0,,,,,07/2017,Occupational Expert
11-3071.04,15693,IM,,3.61,18.0,,,,,07/2017,Occupational Expert
11-3071.04,19541,IM,,3.59,17.0,,,,,07/2017,Occupational Expert
11-3071.04,15692,IM,,3.44,18.0,,,,,07/2017,Occupational Expert
11-3071.04,15691,IM,,3.39,18.0,,,,,07/2017,Occupational Expert
11-3071.04,15681,IM,,3.35,17.0,,,,,07/2017,Occupational Expert
11-3071.04,19542,IM,,3.33,18.0,,,,,07/2017,Occupational Expert
11-3071.04,19543,IM,,3.31,16.0,,,,,07/2017,Occupational Expert
11-3071.04,19546,IM,,3.26,19.0,,,,,07/2017,Occupational Expert
11-3071.04,19540,IM,,3.26,19.0,,,,,07/2017,Occupational Expert
11-3071.04,20948,IM,,3.38,13.0,,,,,07/2017,Occupational Expert
11-3071.04,19545,IM,,3.1,10.0,,,,,07/2017,Occupational Expert
11-3071.04,20949,IM,,2.81,16.0,,,,,07/2017,Occupational Expert
11-3071.04,19539,IM,,2.67,15.0,,,,,07/2017,Occupational Expert
11-3071.04,19544,IM,,2.54,13.0,,,,,07/2017,Occupational Expert
11-3111.00,3267,IM,,4.71,21.0,,,,,08/2023,Occupational Expert
11-3111.00,3272,IM,,4.67,21.0,,,,,08/2023,Occupational Expert
11-3111.00,3276,IM,,4.6,20.0,,,,,08/2023,Occupational Expert
11-3111.00,3273,IM,,4.47,15.0,,,,,08/2023,Occupational Expert
11-3111.00,3271,IM,,4.38,21.0,,,,,08/2023,Occupational Expert
11-3111.00,3285,IM,,4.24,21.0,,,,,08/2023,Occupational Expert
11-3111.00,3268,IM,,4.19,21.0,,,,,08/2023,Occupational Expert
11-3111.00,3275,IM,,4.19,21.0,,,,,08/2023,Occupational Expert
11-3111.00,3270,IM,,4.06,16.0,,,,,08/2023,Occupational Expert
11-3111.00,3283,IM,,3.93,15.0,,,,,08/2023,Occupational Expert
11-3111.00,3279,IM,,3.89,18.0,,,,,08/2023,Occupational Expert
11-3111.00,3274,IM,,3.86,21.0,,,,,08/2023,Occupational Expert
11-3111.00,3290,IM,,3.53,17.0,,,,,08/2023,Occupational Expert
11-3111.00,3269,IM,,3.86,14.0,,,,,08/2023,Occupational Expert
11-3111.00,3287,IM,,3.79,14.0,,,,,08/2023,Occupational Expert
11-3111.00,3280,IM,,3.73,11.0,,,,,08/2023,Occupational Expert
11-3111.00,3288,IM,,3.5,14.0,,,,,08/2023,Occupational Expert
11-3111.00,3277,IM,,3.5,8.0,,,,,08/2023,Occupational Expert
11-3111.00,3278,IM,,3.25,8.0,,,,,08/2023,Occupational Expert
11-3111.00,3289,IM,,3.1,10.0,,,,,08/2023,Occupational Expert
11-3111.00,3266,IM,,3.0,7.0,,,,,08/2023,Occupational Expert
11-3111.00,3282,IM,,2.8,5.0,,,,,08/2023,Occupational Expert
11-3121.00,990,IM,,4.79,24.0,,,,,08/2018,Occupational Expert
11-3121.00,987,IM,,4.67,24.0,,,,,08/2018,Occupational Expert
11-3121.00,988,IM,,4.61,23.0,,,,,08/2018,Occupational Expert
11-3121.00,986,IM,,4.42,24.0,,,,,08/2018,Occupational Expert
11-3121.00,998,IM,,4.29,24.0,,,,,08/2018,Occupational Expert
11-3121.00,999,IM,,4.22,18.0,,,,,08/2018,Occupational Expert
11-3121.00,983,IM,,4.22,23.0,,,,,08/2018,Occupational Expert
11-3121.00,991,IM,,4.21,24.0,,,,,08/2018,Occupational Expert
11-3121.00,1000,IM,,4.17,24.0,,,,,08/2018,Occupational Expert
11-3121.00,985,IM,,4.17,24.0,,,,,08/2018,Occupational Expert
11-3121.00,997,IM,,4.1,20.0,,,,,08/2018,Occupational Expert
11-3121.00,982,IM,,4.04,23.0,,,,,08/2018,Occupational Expert
11-3121.00,994,IM,,4.04,24.0,,,,,08/2018,Occupational Expert
11-3121.00,995,IM,,4.04,24.0,,,,,08/2018,Occupational Expert
11-3121.00,984,IM,,4.0,24.0,,,,,08/2018,Occupational Expert
11-3121.00,1003,IM,,4.0,24.0,,,,,08/2018,Occupational Expert
11-3121.00,989,IM,,4.0,22.0,,,,,08/2018,Occupational Expert
11-3121.00,992,IM,,3.83,24.0,,,,,08/2018,Occupational Expert
11-3121.00,1004,IM,,3.64,22.0,,,,,08/2018,Occupational Expert
11-3121.00,993,IM,,3.57,23.0,,,,,08/2018,Occupational Expert
11-3121.00,1001,IM,,3.48,23.0,,,,,08/2018,Occupational Expert
11-3121.00,996,IM,,3.27,22.0,,,,,08/2018,Occupational Expert
11-3121.00,1002,IM,,3.25,20.0,,,,,08/2018,Occupational Expert
11-3121.00,1005,IM,,3.22,23.0,,,,,08/2018,Occupational Expert
11-3121.00,1007,IM,,2.7,20.0,,,,,08/2018,Occupational Expert
11-3121.00,1006,IM,,2.6,20.0,,,,,08/2018,Occupational Expert
11-3131.00,1015,IM,,4.61,28.0,,,,,08/2024,Occupational Expert
11-3131.00,1009,IM,,4.36,28.0,,,,,08/2024,Occupational Expert
11-3131.00,1014,IM,,4.36,28.0,,,,,08/2024,Occupational Expert
11-3131.00,1012,IM,,4.29,28.0,,,,,08/2024,Occupational Expert
11-3131.00,1008,IM,,4.19,27.0,,,,,08/2024,Occupational Expert
11-3131.00,1017,IM,,4.15,27.0,,,,,08/2024,Occupational Expert
11-3131.00,1013,IM,,4.08,26.0,,,,,08/2024,Occupational Expert
11-3131.00,1019,IM,,4.0,26.0,,,,,08/2024,Occupational Expert
11-3131.00,1010,IM,,3.78,27.0,,,,,08/2024,Occupational Expert
11-3131.00,1011,IM,,3.65,26.0,,,,,08/2024,Occupational Expert
11-3131.00,1016,IM,,3.26,19.0,,,,,08/2024,Occupational Expert
11-3131.00,1018,IM,,2.81,16.0,,,,,08/2024,Occupational Expert
11-9013.00,21370,IM,,4.45,,,,,,11/2020,Analyst - Transition
11-9013.00,21371,IM,,4.36,,,,,N,11/2020,Analyst - Transition
11-9013.00,21372,IM,,4.2,,,,,,11/2020,Analyst - Transition
11-9013.00,21373,IM,,4.11,,,,,,11/2020,Analyst - Transition
11-9013.00,21374,IM,,4.1,,,,,,11/2020,Analyst - Transition
11-9013.00,21375,IM,,4.09,,,,,N,11/2020,Analyst - Transition
11-9013.00,21376,IM,,4.0,,,,,,11/2020,Analyst - Transition
11-9013.00,21377,IM,,3.95,,,,,N,11/2020,Analyst - Transition
11-9013.00,21378,IM,,3.95,,,,,,11/2020,Analyst - Transition
11-9013.00,21379,IM,,3.88,,,,,N,11/2020,Analyst - Transition
11-9013.00,21380,IM,,3.86,,,,,N,11/2020,Analyst - Transition
11-9013.00,21381,IM,,3.84,,,,,N,11/2020,Analyst - Transition
11-9013.00,21382,IM,,3.83,,,,,N,11/2020,Analyst - Transition
11-9013.00,21383,IM,,3.76,,,,,N,11/2020,Analyst - Transition
11-9013.00,21384,IM,,3.75,,,,,,11/2020,Analyst - Transition
11-9013.00,21385,IM,,3.72,,,,,N,11/2020,Analyst - Transition
11-9013.00,21386,IM,,3.67,,,,,N,11/2020,Analyst - Transition
11-9013.00,21387,IM,,3.44,,,,,N,11/2020,Analyst - Transition
11-9013.00,21388,IM,,3.09,,,,,N,11/2020,Analyst - Transition
11-9013.00,21389,IM,,3.13,,,,,N,11/2020,Analyst - Transition
11-9021.00,20332,IM,,4.75,20.0,,,,,08/2020,Occupational Expert
11-9021.00,3326,IM,,4.65,20.0,,,,,08/2020,Occupational Expert
11-9021.00,20336,IM,,4.6,20.0,,,,,08/2020,Occupational Expert
11-9021.00,20340,IM,,4.37,19.0,,,,,08/2020,Occupational Expert
11-9021.00,20334,IM,,4.2,20.0,,,,,08/2020,Occupational Expert
11-9021.00,3314,IM,,4.2,20.0,,,,,08/2020,Occupational Expert
11-9021.00,3315,IM,,4.1,20.0,,,,,08/2020,Occupational Expert
11-9021.00,3323,IM,,4.05,20.0,,,,,08/2020,Occupational Expert
11-9021.00,3318,IM,,4.0,19.0,,,,,08/2020,Occupational Expert
11-9021.00,20333,IM,,4.0,20.0,,,,,08/2020,Occupational Expert
11-9021.00,20335,IM,,4.0,20.0,,,,,08/2020,Occupational Expert
11-9021.00,3327,IM,,3.85,20.0,,,,,08/2020,Occupational Expert
11-9021.00,3325,IM,,3.81,16.0,,,,,08/2020,Occupational Expert
11-9021.00,3317,IM,,3.53,15.0,,,,,08/2020,Occupational Expert
11-9021.00,20339,IM,,3.5,20.0,,,,,08/2020,Occupational Expert
11-9021.00,19522,IM,,3.42,19.0,,,,,08/2020,Occupational Expert
11-9021.00,19523,IM,,3.37,19.0,,,,,08/2020,Occupational Expert
11-9021.00,19520,IM,,3.35,20.0,,,,,08/2020,Occupational Expert
11-9021.00,20337,IM,,3.22,18.0,,,,,08/2020,Occupational Expert
11-9021.00,20338,IM,,3.06,18.0,,,,,08/2020,Occupational Expert
11-9021.00,19518,IM,,2.79,19.0,,,,,08/2020,Occupational Expert
11-9021.00,19524,IM,,2.62,16.0,,,,,08/2020,Occupational Expert
11-9021.00,19519,IM,,2.61,18.0,,,,,08/2020,Occupational Expert
11-9021.00,19521,IM,,2.33,15.0,,,,,08/2020,Occupational Expert
11-9021.00,3331,IM,,2.27,11.0,,,,,08/2020,Occupational Expert
11-9031.00,5193,IM,,4.7,89.0,0.0982,4.506,4.8963,N,08/2018,Incumbent
11-9031.00,5196,IM,,4.36,86.0,0.1003,4.1562,4.555,N,08/2018,Incumbent
11-9031.00,5198,IM,,4.31,89.0,0.1178,4.0751,4.5431,N,08/2018,Incumbent
11-9031.00,5204,IM,,4.25,74.0,0.2016,3.8478,4.6515,N,08/2018,Incumbent
11-9031.00,5195,IM,,4.15,82.0,0.1261,3.9014,4.403,N,08/2018,Incumbent
11-9031.00,5202,IM,,4.13,85.0,0.1522,3.8224,4.4276,N,08/2018,Incumbent
11-9031.00,5197,IM,,4.1,82.0,0.1376,3.8219,4.3694,N,08/2018,Incumbent
11-9031.00,5199,IM,,4.03,80.0,0.1345,3.764,4.2993,N,08/2018,Incumbent
11-9031.00,5194,IM,,4.02,80.0,0.1503,3.7247,4.323,N,08/2018,Incumbent
11-9031.00,5200,IM,,3.91,75.0,0.112,3.6915,4.1379,N,08/2018,Incumbent
11-9031.00,5201,IM,,3.81,70.0,0.1379,3.5308,4.0809,N,08/2018,Incumbent
11-9031.00,5203,IM,,3.75,77.0,0.158,3.44,4.0694,N,08/2018,Incumbent
11-9031.00,5207,IM,,3.59,75.0,0.1833,3.2252,3.9558,N,08/2018,Incumbent
11-9031.00,5208,IM,,3.39,67.0,0.1899,3.0096,3.7679,N,08/2018,Incumbent
11-9031.00,5206,IM,,3.37,64.0,0.2565,2.8614,3.8866,N,08/2018,Incumbent
11-9031.00,5205,IM,,3.46,63.0,0.2657,2.9278,3.9898,N,08/2018,Incumbent
11-9031.00,5209,IM,,3.45,65.0,0.1596,3.1311,3.7688,N,08/2018,Incumbent
11-9032.00,5222,IM,,4.34,100.0,0.1303,4.08,4.5972,N,08/2018,Incumbent
11-9032.00,5226,IM,,4.3,99.0,0.1291,4.0398,4.5522,N,08/2018,Incumbent
11-9032.00,5215,IM,,4.22,88.0,0.0903,4.043,4.4018,N,08/2018,Incumbent
11-9032.00,5232,IM,,4.2,95.0,0.108,3.9835,4.4123,N,08/2018,Incumbent
11-9032.00,5221,IM,,4.19,101.0,0.1447,3.8993,4.4733,N,08/2018,Incumbent
11-9032.00,5224,IM,,4.16,90.0,0.1004,3.9631,4.3623,N,08/2018,Incumbent
11-9032.00,5212,IM,,4.15,97.0,0.1088,3.9332,4.3653,N,08/2018,Incumbent
11-9032.00,5225,IM,,4.15,95.0,0.1523,3.845,4.45,N,08/2018,Incumbent
11-9032.00,21040,IM,,4.12,99.0,0.1299,3.8629,4.3785,N,08/2018,Incumbent
11-9032.00,5223,IM,,3.98,91.0,0.0973,3.7875,4.1742,N,08/2018,Incumbent
11-9032.00,18587,IM,,3.94,98.0,0.1054,3.7299,4.1484,N,08/2018,Incumbent
11-9032.00,18588,IM,,3.9,80.0,0.1248,3.648,4.1447,N,08/2018,Incumbent
11-9032.00,5219,IM,,3.79,94.0,0.1302,3.5326,4.0497,N,08/2018,Incumbent
11-9032.00,5234,IM,,3.77,84.0,0.1464,3.4765,4.059,N,08/2018,Incumbent
11-9032.00,5213,IM,,3.76,92.0,0.1359,3.4947,4.0344,N,08/2018,Incumbent
11-9032.00,5231,IM,,3.73,94.0,0.1315,3.47,3.9921,N,08/2018,Incumbent
11-9032.00,5210,IM,,3.73,91.0,0.1237,3.4805,3.9721,N,08/2018,Incumbent
11-9032.00,5220,IM,,3.65,78.0,0.1211,3.4125,3.8949,N,08/2018,Incumbent
11-9032.00,5228,IM,,3.62,84.0,0.1442,3.3346,3.9084,N,08/2018,Incumbent
11-9032.00,5229,IM,,3.58,84.0,0.1309,3.3188,3.8394,N,08/2018,Incumbent
11-9032.00,5214,IM,,3.57,63.0,0.141,3.2838,3.8476,N,08/2018,Incumbent
11-9032.00,5216,IM,,3.53,77.0,0.1284,3.27,3.7814,N,08/2018,Incumbent
11-9032.00,5211,IM,,3.3,88.0,0.1412,3.0184,3.5795,N,08/2018,Incumbent
11-9032.00,18592,IM,,4.01,60.0,0.1175,3.7707,4.2411,N,08/2018,Incumbent
11-9032.00,5227,IM,,3.64,61.0,0.2104,3.2217,4.0632,N,08/2018,Incumbent
11-9032.00,18591,IM,,3.56,65.0,0.1383,3.2828,3.8353,N,08/2018,Incumbent
11-9032.00,5218,IM,,3.45,63.0,0.1555,3.1417,3.7635,N,08/2018,Incumbent
11-9032.00,18590,IM,,3.43,60.0,0.1637,3.1042,3.7591,N,08/2018,Incumbent
11-9032.00,5217,IM,,3.33,51.0,0.1757,2.9743,3.6802,N,08/2018,Incumbent
11-9032.00,18589,IM,,3.27,72.0,0.1127,3.0474,3.4968,N,08/2018,Incumbent
11-9032.00,5230,IM,,3.25,64.0,0.1668,2.9213,3.5878,N,08/2018,Incumbent
11-9032.00,5233,IM,,3.24,66.0,0.169,2.9004,3.5755,N,08/2018,Incumbent
11-9033.00,21041,IM,,4.07,86.0,0.139,3.7965,4.3492,N,08/2018,Incumbent
11-9033.00,5235,IM,,3.98,99.0,0.1338,3.7167,4.2476,N,08/2018,Incumbent
11-9033.00,18594,IM,,3.94,85.0,0.1492,3.6427,4.236,N,08/2018,Incumbent
11-9033.00,18593,IM,,3.9,85.0,0.0898,3.724,4.081,N,08/2018,Incumbent
11-9033.00,5236,IM,,3.84,98.0,0.1474,3.5476,4.1326,N,08/2018,Incumbent
11-9033.00,18595,IM,,3.81,78.0,0.1841,3.4434,4.1764,N,08/2018,Incumbent
11-9033.00,5240,IM,,3.79,105.0,0.0976,3.5973,3.9844,N,08/2018,Incumbent
11-9033.00,5239,IM,,3.78,86.0,0.1415,3.4953,4.0579,N,08/2018,Incumbent
11-9033.00,5237,IM,,3.77,101.0,0.095,3.5835,3.9603,N,08/2018,Incumbent
11-9033.00,21042,IM,,3.74,98.0,0.1052,3.5346,3.952,N,08/2018,Incumbent
11-9033.00,18596,IM,,3.71,101.0,0.0646,3.5863,3.8427,N,08/2018,Incumbent
11-9033.00,5238,IM,,3.67,111.0,0.1161,3.4414,3.9016,N,08/2018,Incumbent
11-9033.00,5243,IM,,4.25,69.0,0.1812,3.886,4.609,N,08/2018,Incumbent
11-9033.00,5242,IM,,4.21,61.0,0.1971,3.82,4.6084,N,08/2018,Incumbent
11-9033.00,5244,IM,,4.19,70.0,0.1284,3.9292,4.4415,N,08/2018,Incumbent
11-9033.00,5246,IM,,3.91,75.0,0.2735,3.3603,4.4502,N,08/2018,Incumbent
11-9033.00,5249,IM,,3.86,74.0,0.1463,3.5691,4.1522,N,08/2018,Incumbent
11-9033.00,5245,IM,,3.8,54.0,0.1394,3.5208,4.0798,N,08/2018,Incumbent
11-9033.00,5248,IM,,3.57,65.0,0.1434,3.2879,3.8609,N,08/2018,Incumbent
11-9033.00,5250,IM,,3.54,69.0,0.1963,3.1506,3.934,N,08/2018,Incumbent
11-9033.00,5255,IM,,3.52,68.0,0.1832,3.1528,3.884,N,08/2018,Incumbent
11-9033.00,5241,IM,,3.46,71.0,0.1637,3.1298,3.7828,N,08/2018,Incumbent
11-9033.00,5253,IM,,3.19,34.0,0.227,2.7326,3.6562,N,08/2018,Incumbent
11-9033.00,5259,IM,,3.19,63.0,0.2017,2.7821,3.5883,N,08/2018,Incumbent
11-9033.00,5254,IM,,3.12,55.0,0.231,2.6614,3.5878,N,08/2018,Incumbent
11-9033.00,18597,IM,,3.06,53.0,0.2646,2.5263,3.5881,N,08/2018,Incumbent
11-9033.00,5258,IM,,2.96,51.0,0.2095,2.5362,3.378,N,08/2018,Incumbent
11-9041.00,20170,IM,,4.26,55.0,0.0898,4.0832,4.4431,N,08/2020,Incumbent
11-9041.00,20171,IM,,4.0,56.0,0.1321,3.7331,4.2627,N,08/2020,Incumbent
11-9041.00,1071,IM,,3.84,47.0,0.1019,3.6368,4.0471,N,08/2020,Incumbent
11-9041.00,20172,IM,,3.47,47.0,0.1114,3.2486,3.697,N,08/2020,Incumbent
11-9041.00,1070,IM,,3.46,50.0,0.1091,3.2383,3.6769,N,08/2020,Incumbent
11-9041.00,1060,IM,,3.41,60.0,0.0961,3.221,3.6054,N,08/2020,Incumbent
11-9041.00,20173,IM,,3.4,53.0,0.1509,3.1004,3.706,N,08/2020,Incumbent
11-9041.00,20175,IM,,3.38,52.0,0.1534,3.0716,3.6875,N,08/2020,Incumbent
11-9041.00,20176,IM,,3.33,55.0,0.2633,2.8012,3.857,N,08/2020,Incumbent
11-9041.00,20178,IM,,3.16,46.0,0.1875,2.78,3.5351,N,08/2020,Incumbent
11-9041.00,20174,IM,,3.15,52.0,0.1672,2.8164,3.4877,N,08/2020,Incumbent
11-9041.00,20177,IM,,3.14,58.0,0.1436,2.856,3.4312,N,08/2020,Incumbent
11-9041.00,19525,IM,,3.1,31.0,0.1684,2.7553,3.4432,N,08/2020,Incumbent
11-9041.00,19527,IM,,3.04,32.0,0.2354,2.5617,3.522,N,08/2020,Incumbent
11-9041.00,1063,IM,,3.26,35.0,0.1413,2.9719,3.5463,N,08/2020,Incumbent
11-9041.00,19528,IM,,3.26,39.0,0.229,2.794,3.7212,N,08/2020,Incumbent
11-9041.00,20180,IM,,3.15,29.0,0.1301,2.8785,3.4116,N,08/2020,Incumbent
11-9041.00,19526,IM,,2.91,25.0,0.1675,2.5596,3.251,N,08/2020,Incumbent
11-9041.00,20179,IM,,2.86,26.0,0.1405,2.5694,3.1483,N,08/2020,Incumbent
11-9041.01,15574,IM,,4.1,80.0,0.1943,3.7168,4.4901,N,07/2014,Incumbent
11-9041.01,15578,IM,,3.97,81.0,0.1332,3.7004,4.2304,N,07/2014,Incumbent
11-9041.01,15567,IM,,3.92,88.0,0.1637,3.5947,4.2454,N,07/2014,Incumbent
11-9041.01,15566,IM,,3.85,84.0,0.2378,3.3728,4.3186,N,07/2014,Incumbent
11-9041.01,15580,IM,,3.8,79.0,0.1694,3.4671,4.1418,N,07/2014,Incumbent
11-9041.01,15576,IM,,3.71,59.0,0.2748,3.1646,4.2647,N,07/2014,Incumbent
11-9041.01,15568,IM,,3.68,71.0,0.2419,3.2021,4.167,N,07/2014,Incumbent
11-9041.01,15563,IM,,3.65,66.0,0.1374,3.3791,3.928,N,07/2014,Incumbent
11-9041.01,15579,IM,,3.58,61.0,0.2161,3.1434,4.0081,N,07/2014,Incumbent
11-9041.01,15577,IM,,3.51,63.0,0.1859,3.1395,3.8825,N,07/2014,Incumbent
11-9041.01,15572,IM,,3.53,55.0,0.2869,2.9564,4.1067,N,07/2014,Incumbent
